date,product,sales
2024-06-01,Product_A,66.85
2024-06-02,Product_A,73.34
2024-06-03,Product_A,81.47
2024-06-04,Product_A,84.25
2024-06-05,Product_A,99.08
2024-06-06,Product_A,86.71
2024-06-07,Product_A,69.7
2024-06-08,Product_A,73.53
2024-06-09,Product_A,67.31
2024-06-10,Product_A,83.94
2024-06-11,Product_A,93.61
2024-06-12,Product_A,85.65
2024-06-13,Product_A,89.16
2024-06-14,Product_A,77.73
2024-06-15,Product_A,74.36
2024-06-16,Product_A,81.67
2024-06-17,Product_A,78.77
2024-06-18,Product_A,84.05
2024-06-19,Product_A,85.3
2024-06-20,Product_A,80.26
2024-06-21,Product_A,75.28
2024-06-22,Product_A,71.96
2024-06-23,Product_A,73.57
2024-06-24,Product_A,84.14
2024-06-25,Product_A,87.88
2024-06-26,Product_A,97.02
2024-06-27,Product_A,83.02
2024-06-28,Product_A,89.26
2024-06-29,Product_A,73.38
2024-06-30,Product_A,67.9
2024-07-01,Product_A,74.65
2024-07-02,Product_A,90.23
2024-07-03,Product_A,88.63
2024-07-04,Product_A,87.91
2024-07-05,Product_A,78.03
2024-07-06,Product_A,69.89
2024-07-07,Product_A,67.95
2024-07-08,Product_A,72.43
2024-07-09,Product_A,85.59
2024-07-10,Product_A,94.03
2024-07-11,Product_A,85.41
2024-07-12,Product_A,69.43
2024-07-13,Product_A,71.12
2024-07-14,Product_A,74.11
2024-07-15,Product_A,75.58
2024-07-16,Product_A,88.59
2024-07-17,Product_A,90.04
2024-07-18,Product_A,78.62
2024-07-19,Product_A,77.45
2024-07-20,Product_A,73.05
2024-07-21,Product_A,77.6
2024-07-22,Product_A,85.27
2024-07-23,Product_A,80.93
2024-07-24,Product_A,85.06
2024-07-25,Product_A,86.91
2024-07-26,Product_A,78.23
2024-07-27,Product_A,72.83
2024-07-28,Product_A,91.45
2024-07-29,Product_A,82.85
2024-07-30,Product_A,93.5
2024-07-31,Product_A,94.52
2024-08-01,Product_A,87.6
2024-08-02,Product_A,74.08
2024-08-03,Product_A,74.05
2024-08-04,Product_A,68.32
2024-08-05,Product_A,78.82
2024-08-06,Product_A,85.39
2024-08-07,Product_A,90.16
2024-08-08,Product_A,95.91
2024-08-09,Product_A,66.32
2024-08-10,Product_A,73.68
2024-08-11,Product_A,64.12
2024-08-12,Product_A,77.64
2024-08-13,Product_A,93.26
2024-08-14,Product_A,90.07
2024-08-15,Product_A,78.95
2024-08-16,Product_A,72.08
2024-08-17,Product_A,73.65
2024-08-18,Product_A,68.53
2024-08-19,Product_A,81.08
2024-08-20,Product_A,88.05
2024-08-21,Product_A,86.49
2024-08-22,Product_A,95.06
2024-08-23,Product_A,78.83
2024-08-24,Product_A,60.13
2024-08-25,Product_A,73.11
2024-08-26,Product_A,76.69
2024-08-27,Product_A,92.08
2024-08-28,Product_A,85.79
2024-08-29,Product_A,83.77
2024-08-30,Product_A,78.19
2024-08-31,Product_A,74.58
2024-09-01,Product_A,66.18
2024-09-02,Product_A,78.33
2024-09-03,Product_A,85.44
2024-09-04,Product_A,86.48
2024-09-05,Product_A,93.17
2024-09-06,Product_A,77.69
2024-09-07,Product_A,63.95
2024-09-08,Product_A,76.77
2024-09-09,Product_A,90.61
2024-09-10,Product_A,92.98
2024-09-11,Product_A,82.15
2024-09-12,Product_A,81.92
2024-09-13,Product_A,82.0
2024-09-14,Product_A,66.71
2024-09-15,Product_A,74.4
2024-09-16,Product_A,83.87
2024-09-17,Product_A,83.18
2024-09-18,Product_A,89.45
2024-09-19,Product_A,68.13
2024-09-20,Product_A,70.54
2024-09-21,Product_A,68.99
2024-09-22,Product_A,65.94
2024-09-23,Product_A,88.16
2024-09-24,Product_A,80.67
2024-09-25,Product_A,87.55
2024-09-26,Product_A,84.99
2024-09-27,Product_A,82.87
2024-09-28,Product_A,63.07
2024-09-29,Product_A,78.0
2024-09-30,Product_A,80.05
2024-10-01,Product_A,82.91
2024-10-02,Product_A,92.06
2024-10-03,Product_A,85.33
2024-10-04,Product_A,72.66
2024-10-05,Product_A,70.6
2024-10-06,Product_A,70.26
2024-10-07,Product_A,80.57
2024-10-08,Product_A,91.13
2024-10-09,Product_A,97.68
2024-10-10,Product_A,78.15
2024-10-11,Product_A,86.33
2024-10-12,Product_A,60.49
2024-10-13,Product_A,71.42
2024-10-14,Product_A,82.94
2024-10-15,Product_A,89.22
2024-10-16,Product_A,86.64
2024-10-17,Product_A,83.3
2024-10-18,Product_A,73.2
2024-10-19,Product_A,67.3
2024-10-20,Product_A,76.43
2024-10-21,Product_A,81.79
2024-10-22,Product_A,84.35
2024-10-23,Product_A,94.25
2024-10-24,Product_A,85.88
2024-10-25,Product_A,79.73
2024-10-26,Product_A,73.4
2024-01-01,Product_B,100.86
2024-01-02,Product_B,110.02
2024-01-03,Product_B,118.49
2024-01-04,Product_B,112.39
2024-01-05,Product_B,100.56
2024-01-06,Product_B,95.84
2024-01-07,Product_B,103.57
2024-01-08,Product_B,102.04
2024-01-09,Product_B,115.55
2024-01-10,Product_B,113.74
2024-01-11,Product_B,108.25
2024-01-12,Product_B,106.16
2024-01-13,Product_B,99.38
2024-01-14,Product_B,101.25
2024-01-15,Product_B,111.53
2024-01-16,Product_B,112.92
2024-01-17,Product_B,118.16
2024-01-18,Product_B,107.79
2024-01-19,Product_B,102.28
2024-01-20,Product_B,94.6
2024-01-21,Product_B,97.67
2024-01-22,Product_B,107.98
2024-01-23,Product_B,108.73
2024-01-24,Product_B,125.21
2024-01-25,Product_B,104.31
2024-01-26,Product_B,94.59
2024-01-27,Product_B,101.04
2024-01-28,Product_B,101.14
2024-01-29,Product_B,108.12
2024-01-30,Product_B,115.96
2024-01-31,Product_B,114.69
2024-02-01,Product_B,104.85
2024-02-02,Product_B,101.04
2024-02-03,Product_B,91.86
2024-02-04,Product_B,102.06
2024-02-05,Product_B,104.26
2024-02-06,Product_B,108.69
2024-02-07,Product_B,113.14
2024-02-08,Product_B,111.4
2024-02-09,Product_B,97.84
2024-02-10,Product_B,91.14
2024-02-11,Product_B,98.4
2024-02-12,Product_B,106.22
2024-02-13,Product_B,110.28
2024-02-14,Product_B,112.39
2024-02-15,Product_B,110.5
2024-02-16,Product_B,93.42
2024-02-17,Product_B,88.21
2024-02-18,Product_B,93.59
2024-02-19,Product_B,103.93
2024-02-20,Product_B,114.37
2024-02-21,Product_B,122.13
2024-02-22,Product_B,113.63
2024-02-23,Product_B,99.86
2024-02-24,Product_B,95.16
2024-02-25,Product_B,92.17
2024-02-26,Product_B,104.91
2024-02-27,Product_B,111.38
2024-02-28,Product_B,116.36
2024-02-29,Product_B,105.2
2024-03-01,Product_B,103.26
2024-03-02,Product_B,102.91
2024-03-03,Product_B,96.64
2024-03-04,Product_B,107.01
2024-03-05,Product_B,116.27
2024-03-06,Product_B,112.74
2024-03-07,Product_B,110.46
2024-03-08,Product_B,100.72
2024-03-09,Product_B,95.74
2024-03-10,Product_B,93.32
2024-03-11,Product_B,105.12
2024-03-12,Product_B,115.31
2024-03-13,Product_B,122.0
2024-03-14,Product_B,114.14
2024-03-15,Product_B,111.43
2024-03-16,Product_B,91.41
2024-03-17,Product_B,101.54
2024-03-18,Product_B,105.92
2024-03-19,Product_B,123.77
2024-03-20,Product_B,110.71
2024-03-21,Product_B,105.14
2024-03-22,Product_B,97.66
2024-03-23,Product_B,84.63
2024-03-24,Product_B,94.55
2024-03-25,Product_B,101.2
2024-03-26,Product_B,113.57
2024-03-27,Product_B,116.46
2024-03-28,Product_B,118.72
2024-03-29,Product_B,105.41
2024-03-30,Product_B,92.37
2024-03-31,Product_B,92.69
2024-04-01,Product_B,107.46
2024-04-02,Product_B,106.22
2024-04-03,Product_B,123.91
2024-04-04,Product_B,115.24
2024-04-05,Product_B,98.32
2024-04-06,Product_B,86.69
2024-04-07,Product_B,103.95
2024-04-08,Product_B,104.43
2024-04-09,Product_B,119.01
2024-04-10,Product_B,106.78
2024-04-11,Product_B,106.34
2024-04-12,Product_B,100.69
2024-04-13,Product_B,95.49
2024-04-14,Product_B,94.93
2024-04-15,Product_B,108.11
2024-04-16,Product_B,107.48
2024-04-17,Product_B,114.04
2024-04-18,Product_B,109.94
2024-04-19,Product_B,103.23
2024-04-20,Product_B,98.81
2024-04-21,Product_B,91.56
2024-04-22,Product_B,97.33
2024-04-23,Product_B,119.21
2024-04-24,Product_B,116.41
2024-04-25,Product_B,105.6
2024-04-26,Product_B,108.42
2024-04-27,Product_B,95.83
2024-04-28,Product_B,103.08
2024-04-29,Product_B,105.34
2024-04-30,Product_B,123.12
2024-05-01,Product_B,123.53
2024-05-02,Product_B,108.09
2024-05-03,Product_B,105.52
2024-05-04,Product_B,98.48
2024-05-05,Product_B,104.02
2024-05-06,Product_B,100.18
2024-05-07,Product_B,116.25
2024-05-08,Product_B,120.04
2024-05-09,Product_B,100.55
2024-05-10,Product_B,94.74
2024-05-11,Product_B,85.05
2024-05-12,Product_B,95.83
2024-05-13,Product_B,108.59
2024-05-14,Product_B,120.33
2024-05-15,Product_B,115.12
2024-05-16,Product_B,117.48
2024-05-17,Product_B,93.76
2024-05-18,Product_B,86.73
2024-05-19,Product_B,96.9
2024-05-20,Product_B,106.92
2024-05-21,Product_B,112.65
2024-05-22,Product_B,104.41
2024-05-23,Product_B,108.89
2024-05-24,Product_B,94.14
2024-05-25,Product_B,98.6
2024-05-26,Product_B,99.01
2024-05-27,Product_B,100.3
2024-05-28,Product_B,110.25
2024-05-29,Product_B,109.45
2024-05-30,Product_B,109.03
2024-05-31,Product_B,105.44
2024-06-01,Product_B,90.32
2024-06-02,Product_B,99.7
2024-06-03,Product_B,102.35
2024-06-04,Product_B,108.85
2024-06-05,Product_B,114.21
2024-06-06,Product_B,104.16
2024-06-07,Product_B,97.89
2024-06-08,Product_B,89.26
2024-06-09,Product_B,107.01
2024-06-10,Product_B,105.18
2024-06-11,Product_B,109.32
2024-06-12,Product_B,115.82
2024-06-13,Product_B,108.78
2024-06-14,Product_B,99.56
2024-06-15,Product_B,98.32
2024-06-16,Product_B,100.97
2024-06-17,Product_B,102.35
2024-06-18,Product_B,109.94
2024-06-19,Product_B,113.37
2024-06-20,Product_B,97.83
2024-06-21,Product_B,93.09
2024-06-22,Product_B,102.09
2024-06-23,Product_B,105.41
2024-06-24,Product_B,103.75
2024-06-25,Product_B,115.7
2024-06-26,Product_B,116.31
2024-06-27,Product_B,124.73
2024-06-28,Product_B,106.26
2024-06-29,Product_B,94.61
2024-06-30,Product_B,92.4
2024-07-01,Product_B,96.97
2024-07-02,Product_B,113.84
2024-07-03,Product_B,110.97
2024-07-04,Product_B,102.23
2024-07-05,Product_B,97.43
2024-07-06,Product_B,89.84
2024-07-07,Product_B,105.62
2024-07-08,Product_B,109.41
2024-07-09,Product_B,112.78
2024-07-10,Product_B,122.15
2024-07-11,Product_B,109.73
2024-07-12,Product_B,96.35
2024-07-13,Product_B,102.87
2024-07-14,Product_B,99.88
2024-07-15,Product_B,99.81
2024-07-16,Product_B,111.87
2024-07-17,Product_B,110.37
2024-07-18,Product_B,102.42
2024-07-19,Product_B,105.29
2024-07-20,Product_B,104.8
2024-07-21,Product_B,90.19
2024-07-22,Product_B,107.81
2024-07-23,Product_B,109.57
2024-07-24,Product_B,112.31
2024-07-25,Product_B,106.38
2024-07-26,Product_B,96.34
2024-07-27,Product_B,95.49
2024-07-28,Product_B,93.03
2024-07-29,Product_B,106.35
2024-07-30,Product_B,112.57
2024-07-31,Product_B,113.55
2024-08-01,Product_B,104.8
2024-08-02,Product_B,97.78
2024-08-03,Product_B,99.03
2024-08-04,Product_B,99.69
2024-08-05,Product_B,100.11
2024-08-06,Product_B,113.31
2024-08-07,Product_B,118.51
2024-08-08,Product_B,100.99
2024-08-09,Product_B,103.38
2024-08-10,Product_B,91.94
2024-08-11,Product_B,100.03
2024-08-12,Product_B,101.18
2024-08-13,Product_B,103.79
2024-08-14,Product_B,106.61
2024-08-15,Product_B,109.58
2024-08-16,Product_B,101.96
2024-08-17,Product_B,90.73
2024-08-18,Product_B,100.37
2024-08-19,Product_B,96.69
2024-08-20,Product_B,112.49
2024-08-21,Product_B,108.69
2024-08-22,Product_B,106.08
2024-08-23,Product_B,100.9
2024-08-24,Product_B,90.95
2024-08-25,Product_B,95.26
2024-08-26,Product_B,110.03
2024-08-27,Product_B,109.93
2024-08-28,Product_B,118.93
2024-08-29,Product_B,103.69
2024-08-30,Product_B,103.31
2024-08-31,Product_B,102.46
2024-09-01,Product_B,84.82
2024-09-02,Product_B,101.02
2024-09-03,Product_B,115.7
2024-09-04,Product_B,113.73
2024-09-05,Product_B,111.19
2024-09-06,Product_B,97.64
2024-09-07,Product_B,95.68
2024-09-08,Product_B,96.4
2024-09-09,Product_B,110.84
2024-09-10,Product_B,114.09
2024-09-11,Product_B,116.44
2024-09-12,Product_B,107.28
2024-09-13,Product_B,98.22
2024-09-14,Product_B,93.09
2024-09-15,Product_B,99.15
2024-09-16,Product_B,102.9
2024-09-17,Product_B,114.27
2024-09-18,Product_B,125.13
2024-09-19,Product_B,113.69
2024-09-20,Product_B,99.03
2024-09-21,Product_B,101.26
2024-09-22,Product_B,95.14
2024-09-23,Product_B,94.81
2024-09-24,Product_B,107.78
2024-09-25,Product_B,105.4
2024-09-26,Product_B,107.58
2024-09-27,Product_B,100.75
2024-09-28,Product_B,103.63
2024-09-29,Product_B,98.82
2024-09-30,Product_B,103.9
2024-10-01,Product_B,116.97
2024-10-02,Product_B,103.69
2024-10-03,Product_B,110.52
2024-10-04,Product_B,104.52
2024-10-05,Product_B,87.86
2024-10-06,Product_B,102.9
2024-10-07,Product_B,106.69
2024-10-08,Product_B,110.74
2024-10-09,Product_B,117.91
2024-10-10,Product_B,120.69
2024-10-11,Product_B,101.57
2024-10-12,Product_B,96.49
2024-10-13,Product_B,94.88
2024-10-14,Product_B,100.75
2024-10-15,Product_B,116.97
2024-10-16,Product_B,110.47
2024-10-17,Product_B,109.7
2024-10-18,Product_B,98.27
2024-10-19,Product_B,97.65
2024-10-20,Product_B,98.85
2024-10-21,Product_B,110.19
2024-10-22,Product_B,110.27
2024-10-23,Product_B,113.4
2024-10-24,Product_B,104.45
2024-10-25,Product_B,98.44
2024-10-26,Product_B,97.14
2024-01-01,Product_C,133.78
2024-01-02,Product_C,133.21
2024-01-03,Product_C,144.1
2024-01-04,Product_C,141.12
2024-01-05,Product_C,127.73
2024-01-06,Product_C,129.63
2024-01-07,Product_C,118.31
2024-01-08,Product_C,123.78
2024-01-09,Product_C,128.92
2024-01-10,Product_C,147.23
2024-01-11,Product_C,137.61
2024-01-12,Product_C,125.38
2024-01-13,Product_C,121.65
2024-01-14,Product_C,116.55
2024-01-15,Product_C,142.23
2024-01-16,Product_C,138.46
2024-01-17,Product_C,140.3
2024-01-18,Product_C,137.97
2024-01-19,Product_C,128.07
2024-01-20,Product_C,121.37
2024-01-21,Product_C,118.23
2024-01-22,Product_C,132.36
2024-01-23,Product_C,147.23
2024-01-24,Product_C,146.48
2024-01-25,Product_C,142.3
2024-01-26,Product_C,123.11
2024-01-27,Product_C,115.3
2024-01-28,Product_C,121.55
2024-01-29,Product_C,130.28
2024-01-30,Product_C,143.29
2024-01-31,Product_C,131.29
2024-02-01,Product_C,141.99
2024-02-02,Product_C,124.87
2024-02-03,Product_C,118.12
2024-02-04,Product_C,117.12
2024-02-05,Product_C,121.73
2024-02-06,Product_C,141.93
2024-02-07,Product_C,140.12
2024-02-08,Product_C,127.89
2024-02-09,Product_C,119.19
2024-02-10,Product_C,118.57
2024-02-11,Product_C,130.53
2024-02-12,Product_C,128.7
2024-02-13,Product_C,130.3
2024-02-14,Product_C,138.52
2024-02-15,Product_C,132.98
2024-02-16,Product_C,112.18
2024-02-17,Product_C,119.98
2024-02-18,Product_C,121.03
2024-02-19,Product_C,133.48
2024-02-20,Product_C,147.06
2024-02-21,Product_C,145.38
2024-02-22,Product_C,132.99
2024-02-23,Product_C,120.13
2024-02-24,Product_C,133.12
2024-02-25,Product_C,122.48
2024-02-26,Product_C,130.07
2024-02-27,Product_C,137.7
2024-02-28,Product_C,140.74
2024-02-29,Product_C,133.62
2024-03-01,Product_C,122.79
2024-03-02,Product_C,117.52
2024-03-03,Product_C,122.02
2024-03-04,Product_C,127.28
2024-03-05,Product_C,134.25
2024-03-06,Product_C,140.28
2024-03-07,Product_C,133.06
2024-03-08,Product_C,133.18
2024-03-09,Product_C,107.0
2024-03-10,Product_C,127.64
2024-03-11,Product_C,136.23
2024-03-12,Product_C,127.45
2024-03-13,Product_C,138.04
2024-03-14,Product_C,132.48
2024-03-15,Product_C,118.62
2024-03-16,Product_C,116.36
2024-03-17,Product_C,116.63
2024-03-18,Product_C,138.76
2024-03-19,Product_C,142.5
2024-03-20,Product_C,146.11
2024-03-21,Product_C,137.95
2024-03-22,Product_C,120.02
2024-03-23,Product_C,117.63
2024-03-24,Product_C,124.63
2024-03-25,Product_C,123.89
2024-03-26,Product_C,141.38
2024-03-27,Product_C,138.55
2024-03-28,Product_C,132.46
2024-03-29,Product_C,129.22
2024-03-30,Product_C,122.47
2024-03-31,Product_C,120.38
2024-04-01,Product_C,135.8
2024-04-02,Product_C,132.41
2024-04-03,Product_C,142.83
2024-04-04,Product_C,137.3
2024-04-05,Product_C,124.11
2024-04-06,Product_C,121.88
2024-04-07,Product_C,115.93
2024-04-08,Product_C,134.62
2024-04-09,Product_C,136.89
2024-04-10,Product_C,137.14
2024-04-11,Product_C,139.58
2024-04-12,Product_C,122.14
2024-04-13,Product_C,113.21
2024-04-14,Product_C,114.4
2024-04-15,Product_C,133.03
2024-04-16,Product_C,131.42
2024-04-17,Product_C,148.52
2024-04-18,Product_C,123.93
2024-04-19,Product_C,134.14
2024-04-20,Product_C,121.31
2024-04-21,Product_C,121.7
2024-04-22,Product_C,127.28
2024-04-23,Product_C,139.81
2024-04-24,Product_C,139.56
2024-04-25,Product_C,139.86
2024-04-26,Product_C,126.23
2024-04-27,Product_C,121.0
2024-04-28,Product_C,120.36
2024-04-29,Product_C,129.72
2024-04-30,Product_C,139.36
2024-05-01,Product_C,131.2
2024-05-02,Product_C,127.6
2024-05-03,Product_C,129.38
2024-05-04,Product_C,121.11
2024-05-05,Product_C,121.26
2024-05-06,Product_C,130.09
2024-05-07,Product_C,139.56
2024-05-08,Product_C,137.05
2024-05-09,Product_C,130.45
2024-05-10,Product_C,126.64
2024-05-11,Product_C,115.36
2024-05-12,Product_C,124.22
2024-05-13,Product_C,121.49
2024-05-14,Product_C,142.96
2024-05-15,Product_C,142.11
2024-05-16,Product_C,135.62
2024-05-17,Product_C,130.57
2024-05-18,Product_C,128.58
2024-05-19,Product_C,127.25
2024-05-20,Product_C,120.8
2024-05-21,Product_C,131.42
2024-05-22,Product_C,136.63
2024-05-23,Product_C,134.47
2024-05-24,Product_C,128.25
2024-05-25,Product_C,116.62
2024-05-26,Product_C,123.12
2024-05-27,Product_C,126.22
2024-05-28,Product_C,134.76
2024-05-29,Product_C,132.72
2024-05-30,Product_C,129.72
2024-05-31,Product_C,118.9
2024-06-01,Product_C,115.37
2024-06-02,Product_C,127.45
2024-06-03,Product_C,125.25
2024-06-04,Product_C,150.98
2024-06-05,Product_C,142.22
2024-06-06,Product_C,135.26
2024-06-07,Product_C,121.37
2024-06-08,Product_C,123.75
2024-06-09,Product_C,119.3
2024-06-10,Product_C,130.61
2024-06-11,Product_C,150.62
2024-06-12,Product_C,139.27
2024-06-13,Product_C,140.09
2024-06-14,Product_C,122.15
2024-06-15,Product_C,120.08
2024-06-16,Product_C,131.04
2024-06-17,Product_C,126.87
2024-06-18,Product_C,146.88
2024-06-19,Product_C,143.29
2024-06-20,Product_C,131.53
2024-06-21,Product_C,128.82
2024-06-22,Product_C,125.11
2024-06-23,Product_C,125.29
2024-06-24,Product_C,122.15
2024-06-25,Product_C,134.18
2024-06-26,Product_C,138.51
2024-06-27,Product_C,133.97
2024-06-28,Product_C,128.76
2024-06-29,Product_C,121.14
2024-06-30,Product_C,115.5
2024-07-01,Product_C,131.9
2024-07-02,Product_C,140.87
2024-07-03,Product_C,142.55
2024-07-04,Product_C,139.74
2024-07-05,Product_C,129.83
2024-07-06,Product_C,122.55
2024-07-07,Product_C,121.83
2024-07-08,Product_C,121.7
2024-07-09,Product_C,139.97
2024-07-10,Product_C,140.79
2024-07-11,Product_C,135.7
2024-07-12,Product_C,119.28
2024-07-13,Product_C,114.85
2024-07-14,Product_C,127.45
2024-07-15,Product_C,129.8
2024-07-16,Product_C,141.23
2024-07-17,Product_C,139.89
2024-07-18,Product_C,134.49
2024-07-19,Product_C,130.35
2024-07-20,Product_C,117.67
2024-07-21,Product_C,122.66
2024-07-22,Product_C,127.69
2024-07-23,Product_C,135.65
2024-07-24,Product_C,138.2
2024-07-25,Product_C,135.45
2024-07-26,Product_C,123.27
2024-07-27,Product_C,126.53
2024-07-28,Product_C,117.71
2024-07-29,Product_C,129.07
2024-07-30,Product_C,135.62
2024-07-31,Product_C,146.98
2024-08-01,Product_C,135.32
2024-08-02,Product_C,130.82
2024-08-03,Product_C,112.82
2024-08-04,Product_C,123.52
2024-08-05,Product_C,134.45
2024-08-06,Product_C,138.23
2024-08-07,Product_C,145.08
2024-08-08,Product_C,131.75
2024-08-09,Product_C,132.71
2024-08-10,Product_C,131.75
2024-08-11,Product_C,120.37
2024-08-12,Product_C,127.77
2024-08-13,Product_C,145.09
2024-08-14,Product_C,147.65
2024-08-15,Product_C,131.72
2024-08-16,Product_C,123.56
2024-08-17,Product_C,118.84
2024-08-18,Product_C,115.46
2024-08-19,Product_C,125.41
2024-08-20,Product_C,132.8
2024-08-21,Product_C,135.91
2024-08-22,Product_C,134.17
2024-08-23,Product_C,126.83
2024-08-24,Product_C,128.0
2024-08-25,Product_C,117.19
2024-08-26,Product_C,134.92
2024-08-27,Product_C,136.75
2024-08-28,Product_C,139.5
2024-08-29,Product_C,137.71
2024-08-30,Product_C,120.05
2024-08-31,Product_C,122.16
2024-09-01,Product_C,123.01
2024-09-02,Product_C,132.46
2024-09-03,Product_C,139.26
2024-09-04,Product_C,152.03
2024-09-05,Product_C,131.15
2024-09-06,Product_C,123.01
2024-09-07,Product_C,117.14
2024-09-08,Product_C,119.4
2024-09-09,Product_C,126.81
2024-09-10,Product_C,143.76
2024-09-11,Product_C,146.85
2024-09-12,Product_C,131.49
2024-09-13,Product_C,121.5
2024-09-14,Product_C,122.61
2024-09-15,Product_C,119.42
2024-09-16,Product_C,133.16
2024-09-17,Product_C,138.83
2024-09-18,Product_C,132.17
2024-09-19,Product_C,142.08
2024-09-20,Product_C,134.64
2024-09-21,Product_C,117.19
2024-09-22,Product_C,120.24
2024-09-23,Product_C,131.43
2024-09-24,Product_C,139.49
2024-09-25,Product_C,143.04
2024-09-26,Product_C,144.39
2024-09-27,Product_C,124.78
2024-09-28,Product_C,116.26
2024-09-29,Product_C,115.29
2024-09-30,Product_C,126.35
